product_name,brand,category,ingredients,size,image_url,product_url
"Pyunkang Yul – Kids & Baby Wash, Sweet Orange, 590ml",Pyunkang,Skincare,"Sweet Orange Extract – provides a fresh, uplifting natural fragrance while offering mild antioxidant benefits. Centella Asiatica (Cica) – calms irritation, reduces redness, and supports a healthy skin barrier. Hyaluronic Acid – hydrates deeply to keep delicate skin soft and moisturized. Panthenol (Vitamin B5) – soothes, protects, and enhances moisture retention. Mild Plant-Based Cleansing Agents – gently remove impurities without stripping natural moisture. Product effects: gently cleanses sensitive baby and child skin, maintains hydration and prevents dryness or tightness, soothes irritation and keeps skin calm and comfortable, leaves the skin soft, smooth, and refreshed, provides a pleasant, child-friendly sweet orange scent. Recommended for: babies, toddlers, and young children, sensitive, dry, or easily irritated skin, daily gentle cleansing, parents seeking a mild, sweet-scented, tear-free wash, all skin types, including very delicate skin.",,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/pyunkang-yul-kids-baby-wash-sweet-orange-590ml/
"Pyunkang Yul – Intensive Ceramide Lotion, 290ml",Pyunkang,Skincare,"Ceramides – reinforce the skin barrier, prevent moisture loss, and improve overall resilience. Hyaluronic Acid – provides deep hydration and helps maintain a plump, moisturized feel. Panthenol (Vitamin B5) – soothes irritation, hydrates, and supports skin repair. Shea Butter – nourishes and softens the skin while enhancing moisture retention. Lightweight Nourishing Lotion Base – absorbs quickly without greasiness, suitable for daily full-body use. Product effects: intensely hydrates and nourishes dry or rough skin, strengthens the skin barrier for improved protection, soothes irritation and reduces discomfort, enhances skin elasticity and smoothness, leaves the skin soft, calm, and well-moisturized. Recommended for: dry or very dry skin, sensitive or irritated skin, weakened skin barrier or rough, flaky texture, those seeking a daily hydrating and barrier-supporting lotion, all skin types, including sensitive.",,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/pyunkang-yul-intensive-ceramide-lotion-290ml/
"KUNDAL – Honey & Macadamia Pure Body Wash, English Rose, 500ml",KUNDAL,Skincare,"Honey Extract – provides deep hydration, soothes dryness, and enhances skin smoothness. Macadamia Seed Oil – rich in fatty acids that nourish, protect, and support the skin barrier. Botanical Extracts – offer calming and antioxidant benefits for healthier-looking skin. Hydrating Ingredients (Glycerin & Natural Humectants) – help retain moisture and prevent post-wash tightness. Gentle Cleansing Surfactants – create a soft, creamy lather that cleans without stripping the skin. Product effects: gently but effectively cleanses the skin, maintains hydration and prevents dryness, leaves the skin soft, smooth, and comfortable, imparts a refined English rose fragrance, provides a luxurious, moisturizing daily cleanse. Recommended for: dry, normal, or sensitive skin needing a gentle, hydrating body wash, those who enjoy classic, floral rose scents, all skin types looking for daily nourishment and softness, anyone seeking a soothing, elegant fragrance experience in the shower.",,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/kundal-honey-macadamia-pure-body-wash-english-rose-500ml/
"Pyunkang Yul – Skin Barrier Professional Hand Cream, 50ml",Pyunkang,Skincare,"Ceramides – strengthen the skin barrier, lock in moisture, and protect against external irritants. Shea Butter – deeply nourishes and softens dry, rough hands. Panthenol (Vitamin B5) – soothes irritation, enhances hydration, and promotes healthy skin recovery. Centella Asiatica (Cica) – calms sensitivity and supports a healthier skin barrier. Rich, Non-Greasy Cream Base – absorbs quickly while providing lasting comfort and protection. Product effects: deeply moisturizes and nourishes dry, chapped hands, repairs and strengthens the skin barrier, soothes irritation and reduces redness, improves softness and smoothness, protects hands from external dryness and harsh conditions. Recommended for: dry, cracked, or sensitive hands, weakened or damaged skin barrier, those frequently exposed to water, cold, or irritants, individuals needing intensive daily hand care, all skin types, including sensitive.",,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/pyunkang-yul-skin-barrier-professional-hand-cream-50ml/
"Pyunkang Yul – Kids & Baby Face Lotion Sweet Orange, 200ml",Pyunkang,Skincare,"Sweet Orange Extract – offers a fresh, cheerful natural fragrance with mild antioxidant benefits. Centella Asiatica (Cica) – calms irritation, reduces redness, and supports a strong, healthy skin barrier. Hyaluronic Acid – replenishes moisture and keeps the skin soft, plump, and well-hydrated. Panthenol (Vitamin B5) – soothes and protects sensitive skin while supporting moisture retention. Shea Butter – nourishes deeply and helps prevent dryness. Lightweight Face Lotion Base – absorbs quickly without greasiness, ideal for daily facial use on delicate skin. Product effects: hydrates and nourishes sensitive facial skin, calms irritation and prevents dryness, strengthens the moisture barrier for lasting comfort, leaves the skin soft, smooth, and refreshed, provides a gentle, sweet orange scent children love. Recommended for: babies, toddlers, and young children, delicate, dry, or sensitive facial skin, parents seeking a safe, gentle daily moisturizer, all skin types, including very delicate skin.",,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/pyunkang-yul-kids-baby-face-lotion-sweet-orange-200ml/
"Farmstay – Visible Difference Hand Cream Olive, 100ml",Farmstay,Skincare,"Olive Extract – rich in antioxidants and fatty acids that deeply nourish, soften, and protect the skin. Shea Butter & Natural Emollients – lock in moisture and help restore smoothness. Hydrating Ingredients (Glycerin, Panthenol) – boost hydration and prevent dryness throughout the day. Light Cream Texture – absorbs quickly without sticky residue. Product effects: hydrates and nourishes dry, rough hands, improves skin softness and elasticity, creates a protective moisture barrier, helps soothe irritation and dryness, leaves hands smooth, comfortable, and lightly refreshed. Recommended for: dry or dehydrated hands, rough, cracked skin needing daily care, those seeking a lightweight, fast-absorbing hand cream, all skin types needing softening and hydration.",,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/farm-stay-visible-difference-hand-cream-olive-100ml/
"KUNDAL – Honey & Macadamia Pure Body Wash, Baby Powder, 500ml",KUNDAL,Skincare,"Honey Extract – moisturizes deeply, soothes dryness, and enhances skin softness. Macadamia Seed Oil – rich in fatty acids that nourish, protect, and support the skin barrier. Botanical Extracts – add soothing, antioxidant benefits for healthier-looking skin. Hydrating Ingredients (Glycerin & Humectants) – help retain moisture to prevent dryness after showering. Mild Cleansing Surfactants – produce a soft, creamy foam that cleanses without irritation. Product effects: gently but effectively cleanses the skin, maintains moisture and prevents tightness or dryness, supports overall skin comfort and barrier health, leaves skin soft, smooth, and refreshed, imparts a light, clean baby powder fragrance. Recommended for: dry, normal, or sensitive skin needing hydrating daily cleansing, anyone who enjoys fresh, powdery, comforting scents, all skin types looking for a gentle, moisturizing body wash, daily shower routines needing long-lasting softness.",,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/kundal-honey-macadamia-pure-body-wash-baby-powder-500ml/
"KUNDAL – Honey & Macadamia Pure Body Wash, Cherry Blossom, 500ml",KUNDAL,Skincare,"Honey Extract – deeply moisturizes, soothes dryness, and enhances skin softness. Macadamia Seed Oil – rich in essential fatty acids that nourish the skin and support the moisture barrier. Botanical Extracts – offer soothing and antioxidant benefits for healthier-looking skin. Moisture-Retaining Ingredients (Glycerin & Humectants) – help maintain hydration and prevent post-wash tightness. Gentle Cleansing Surfactants – create a creamy, soft foam that cleans effectively without stripping natural oils. Product effects: gently cleanses while keeping the skin hydrated, softens and smooths the skin with every use, supports moisture balance and prevents dryness, refreshes the senses with a light cherry blossom scent, leaves skin feeling clean, comfortable, and delicately perfumed. Recommended for: dry, normal, or sensitive skin in need of gentle cleansing, fans of soft, floral fragrances, all skin types looking for a moisturizing daily body wash, those who enjoy a light, refreshing scent that lingers lightly on the skin.",,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/kundal-honey-macadamia-pure-body-wash-cherry-blossom-500ml/
"KUNDAL – Honey & Macadamia Pure Body Wash, Pink Grapefruit, 500ml",KUNDAL,Skincare,"Honey Extract – deeply hydrates, soothes, and improves skin softness. Macadamia Seed Oil – rich in essential fatty acids that nourish the skin and support the moisture barrier. Botanical Extracts – provide soothing, antioxidant benefits for healthier-looking skin. Hydrating Agents (Glycerin & Humectants) – help lock in moisture and prevent post-wash dryness. Gentle Cleansing Surfactants – create a creamy, rich lather that cleans effectively without stripping natural oils. Product effects: gently cleanses while maintaining moisture balance, softens and smooths the skin with every use, refreshes and energizes with a citrus burst of pink grapefruit, supports the skin barrier and prevents tightness, leaves skin feeling clean, hydrated, and lightly perfumed. Recommended for: dry, normal, or sensitive skin needing gentle, hydrating cleansing, anyone who enjoys fresh, citrusy, uplifting fragrances, all skin types looking for a nourishing daily body wash, those who prefer a refreshing scent that lingers softly on the skin.",,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/kundal-honey-macadamia-pure-body-wash-pink-grapefruit-500ml/
"KUNDAL – Honey & Macadamia Pure Body Wash, White Musk, 500ml",KUNDAL,Skincare,"Honey Extract – provides deep moisture, soothes dryness, and improves skin softness. Macadamia Seed Oil – nourishes, protects, and supports a healthy skin barrier with essential fatty acids. Botanical Extracts – offer calming and antioxidant care for healthier-looking skin. Hydrating Agents (Glycerin & Humectants) – lock in moisture and help prevent tightness after bathing. Gentle Cleansing Surfactants – create a soft, creamy lather that cleans effectively without stripping the skin. Product effects: gently cleanses while keeping the skin hydrated, softens and smooths the skin with every wash, supports moisture balance and a healthy skin barrier, leaves a clean, sophisticated white musk scent, offers a luxurious, comfortable daily cleansing experience. Recommended for: dry, normal, or sensitive skin needing a nourishing body wash, those who enjoy clean, musky, elegant fragrances, all skin types looking for gentle daily hydration, anyone wanting a long-lasting, refined scent after showering.",,https://qudobeauty.com/wp-content/uploads/2025/03/Qudo-Logo-2.webp,https://qudobeauty.com/product/kundal-honey-macadamia-pure-body-wash-white-musk-500ml/
